 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 220202 Buriti dos Montes
Período:2012
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";325;308;633
"De 5 a 9 anos";388;361;749
"De 10 a 14 anos";458;437;895
"De 15 a 19 anos";431;412;843
"De 20 a 24 anos";398;364;762
"De 25 a 29 anos";350;292;642
"De 30 a 34 anos";309;270;579
"De 35 a 39 anos";274;252;526
"De 40 a 44 anos";259;238;497
"De 45 a 49 anos";231;216;447
"De 50 a 54 anos";196;180;376
"De 55 a 59 anos";157;146;303
"De 60 a 64 anos";119;117;236
"De 65 a 69 anos";104;101;205
"De 70 a 74 anos";93;100;193
"De 75 a 79 anos";80;71;151
"De 80 anos ou mais";95;82;177
"Total";4267;3947;8214
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

