 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 292440 Pilão Arcado
Período:2004
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1926;1854;3780
"De 5 a 9 anos";2024;1944;3968
"De 10 a 14 anos";1983;1884;3867
"De 15 a 19 anos";2007;1952;3959
"De 20 a 24 anos";1702;1614;3316
"De 25 a 29 anos";1172;1128;2300
"De 30 a 34 anos";935;893;1828
"De 35 a 39 anos";821;803;1624
"De 40 a 44 anos";747;727;1474
"De 45 a 49 anos";622;630;1252
"De 50 a 54 anos";556;599;1155
"De 55 a 59 anos";519;536;1055
"De 60 a 64 anos";422;444;866
"De 65 a 69 anos";358;351;709
"De 70 a 74 anos";245;255;500
"De 75 a 79 anos";185;188;373
"De 80 anos ou mais";223;256;479
"Total";16447;16058;32505
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

