 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 270920 Traipu
Período:2019
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1251;1194;2445
"De 5 a 9 anos";1341;1254;2595
"De 10 a 14 anos";1360;1253;2613
"De 15 a 19 anos";1327;1300;2627
"De 20 a 24 anos";1286;1348;2634
"De 25 a 29 anos";1153;1121;2274
"De 30 a 34 anos";1016;970;1986
"De 35 a 39 anos";913;897;1810
"De 40 a 44 anos";786;787;1573
"De 45 a 49 anos";718;700;1418
"De 50 a 54 anos";711;690;1401
"De 55 a 59 anos";581;542;1123
"De 60 a 64 anos";441;460;901
"De 65 a 69 anos";347;387;734
"De 70 a 74 anos";310;317;627
"De 75 a 79 anos";201;242;443
"De 80 anos ou mais";214;297;511
"Total";13956;13759;27715
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

