 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 251200 Pocinhos
Período:2010
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";886;783;1669
"De 5 a 9 anos";838;841;1679
"De 10 a 14 anos";848;798;1646
"De 15 a 19 anos";835;748;1583
"De 20 a 24 anos";783;755;1538
"De 25 a 29 anos";715;665;1380
"De 30 a 34 anos";598;677;1275
"De 35 a 39 anos";578;579;1157
"De 40 a 44 anos";484;497;981
"De 45 a 49 anos";411;455;866
"De 50 a 54 anos";344;354;698
"De 55 a 59 anos";277;331;608
"De 60 a 64 anos";289;347;636
"De 65 a 69 anos";223;242;465
"De 70 a 74 anos";212;243;455
"De 75 a 79 anos";126;163;289
"De 80 anos ou mais";215;228;443
"Total";8662;8706;17368
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

