 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 292560 Presidente Dutra
Período:2007
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";642;624;1266
"De 5 a 9 anos";665;598;1263
"De 10 a 14 anos";699;643;1342
"De 15 a 19 anos";690;634;1324
"De 20 a 24 anos";694;647;1341
"De 25 a 29 anos";620;561;1181
"De 30 a 34 anos";554;507;1061
"De 35 a 39 anos";511;472;983
"De 40 a 44 anos";452;424;876
"De 45 a 49 anos";359;379;738
"De 50 a 54 anos";278;297;575
"De 55 a 59 anos";245;259;504
"De 60 a 64 anos";225;235;460
"De 65 a 69 anos";196;203;399
"De 70 a 74 anos";122;136;258
"De 75 a 79 anos";90;92;182
"De 80 anos ou mais";92;109;201
"Total";7134;6820;13954
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

