 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 220527 Jatobá do Piauí
Período:2011
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";180;177;357
"De 5 a 9 anos";189;195;384
"De 10 a 14 anos";228;200;428
"De 15 a 19 anos";217;195;412
"De 20 a 24 anos";190;187;377
"De 25 a 29 anos";187;169;356
"De 30 a 34 anos";191;184;375
"De 35 a 39 anos";178;157;335
"De 40 a 44 anos";161;129;290
"De 45 a 49 anos";138;131;269
"De 50 a 54 anos";119;119;238
"De 55 a 59 anos";117;120;237
"De 60 a 64 anos";122;106;228
"De 65 a 69 anos";102;75;177
"De 70 a 74 anos";71;66;137
"De 75 a 79 anos";44;44;88
"De 80 anos ou mais";45;47;92
"Total";2479;2301;4780
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

