 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 431177 Maquiné
Período:2000
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";317;345;662
"De 5 a 9 anos";334;337;671
"De 10 a 14 anos";332;312;644
"De 15 a 19 anos";356;357;713
"De 20 a 24 anos";248;271;519
"De 25 a 29 anos";272;257;529
"De 30 a 34 anos";295;255;550
"De 35 a 39 anos";293;267;560
"De 40 a 44 anos";265;216;481
"De 45 a 49 anos";231;182;413
"De 50 a 54 anos";193;191;384
"De 55 a 59 anos";165;157;322
"De 60 a 64 anos";154;150;304
"De 65 a 69 anos";104;134;238
"De 70 a 74 anos";103;98;201
"De 75 a 79 anos";71;89;160
"De 80 anos ou mais";37;50;87
"Total";3770;3668;7438
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

