 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 521290 Marzagão
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";70;78;148
"De 5 a 9 anos";83;92;175
"De 10 a 14 anos";92;106;198
"De 15 a 19 anos";94;81;175
"De 20 a 24 anos";83;89;172
"De 25 a 29 anos";84;89;173
"De 30 a 34 anos";76;89;165
"De 35 a 39 anos";67;64;131
"De 40 a 44 anos";64;64;128
"De 45 a 49 anos";67;57;124
"De 50 a 54 anos";61;61;122
"De 55 a 59 anos";51;41;92
"De 60 a 64 anos";40;44;84
"De 65 a 69 anos";34;33;67
"De 70 a 74 anos";26;25;51
"De 75 a 79 anos";24;19;43
"De 80 anos ou mais";20;16;36
"Total";1036;1048;2084
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

