 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 411890 Pérola
Período:2004
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";341;327;668
"De 5 a 9 anos";351;357;708
"De 10 a 14 anos";402;405;807
"De 15 a 19 anos";462;435;897
"De 20 a 24 anos";458;436;894
"De 25 a 29 anos";373;374;747
"De 30 a 34 anos";323;361;684
"De 35 a 39 anos";326;361;687
"De 40 a 44 anos";313;373;686
"De 45 a 49 anos";310;337;647
"De 50 a 54 anos";238;280;518
"De 55 a 59 anos";230;249;479
"De 60 a 64 anos";199;211;410
"De 65 a 69 anos";182;186;368
"De 70 a 74 anos";171;141;312
"De 75 a 79 anos";126;97;223
"De 80 anos ou mais";77;86;163
"Total";4882;5016;9898
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

