 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 312110 Delfim Moreira
Período:2017
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";237;226;463
"De 5 a 9 anos";254;225;479
"De 10 a 14 anos";280;240;520
"De 15 a 19 anos";334;302;636
"De 20 a 24 anos";351;295;646
"De 25 a 29 anos";326;259;585
"De 30 a 34 anos";306;269;575
"De 35 a 39 anos";286;263;549
"De 40 a 44 anos";303;265;568
"De 45 a 49 anos";326;307;633
"De 50 a 54 anos";323;317;640
"De 55 a 59 anos";275;253;528
"De 60 a 64 anos";238;184;422
"De 65 a 69 anos";155;136;291
"De 70 a 74 anos";102;93;195
"De 75 a 79 anos";77;64;141
"De 80 anos ou mais";87;87;174
"Total";4260;3785;8045
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

