 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 521450 Nerópolis
Período:2002
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";988;918;1906
"De 5 a 9 anos";993;985;1978
"De 10 a 14 anos";983;1063;2046
"De 15 a 19 anos";1026;1066;2092
"De 20 a 24 anos";1009;1005;2014
"De 25 a 29 anos";926;915;1841
"De 30 a 34 anos";828;855;1683
"De 35 a 39 anos";764;793;1557
"De 40 a 44 anos";611;649;1260
"De 45 a 49 anos";486;494;980
"De 50 a 54 anos";381;383;764
"De 55 a 59 anos";307;312;619
"De 60 a 64 anos";260;258;518
"De 65 a 69 anos";206;213;419
"De 70 a 74 anos";139;142;281
"De 75 a 79 anos";83;92;175
"De 80 anos ou mais";70;78;148
"Total";10060;10221;20281
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

