 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 210197 Boa Vista do Gurupi
Período:2017
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";502;480;982
"De 5 a 9 anos";504;449;953
"De 10 a 14 anos";542;504;1046
"De 15 a 19 anos";537;507;1044
"De 20 a 24 anos";480;458;938
"De 25 a 29 anos";360;365;725
"De 30 a 34 anos";304;312;616
"De 35 a 39 anos";273;275;548
"De 40 a 44 anos";209;248;457
"De 45 a 49 anos";191;201;392
"De 50 a 54 anos";185;154;339
"De 55 a 59 anos";139;134;273
"De 60 a 64 anos";119;113;232
"De 65 a 69 anos";95;83;178
"De 70 a 74 anos";72;62;134
"De 75 a 79 anos";48;36;84
"De 80 anos ou mais";47;38;85
"Total";4607;4419;9026
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

