 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 150619 Rurópolis
Período:2002
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1967;1851;3818
"De 5 a 9 anos";1963;1829;3792
"De 10 a 14 anos";1944;1793;3737
"De 15 a 19 anos";1828;1684;3512
"De 20 a 24 anos";1470;1348;2818
"De 25 a 29 anos";1047;1012;2059
"De 30 a 34 anos";884;840;1724
"De 35 a 39 anos";839;719;1558
"De 40 a 44 anos";748;617;1365
"De 45 a 49 anos";650;517;1167
"De 50 a 54 anos";515;398;913
"De 55 a 59 anos";394;287;681
"De 60 a 64 anos";313;232;545
"De 65 a 69 anos";238;177;415
"De 70 a 74 anos";147;108;255
"De 75 a 79 anos";93;67;160
"De 80 anos ou mais";70;56;126
"Total";15110;13535;28645
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

