 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 312010 Couto de Magalhães de Minas
Período:2009
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";172;147;319
"De 5 a 9 anos";187;166;353
"De 10 a 14 anos";238;217;455
"De 15 a 19 anos";236;227;463
"De 20 a 24 anos";192;181;373
"De 25 a 29 anos";153;155;308
"De 30 a 34 anos";153;142;295
"De 35 a 39 anos";141;143;284
"De 40 a 44 anos";135;142;277
"De 45 a 49 anos";131;124;255
"De 50 a 54 anos";101;107;208
"De 55 a 59 anos";82;86;168
"De 60 a 64 anos";64;76;140
"De 65 a 69 anos";59;58;117
"De 70 a 74 anos";36;66;102
"De 75 a 79 anos";30;44;74
"De 80 anos ou mais";25;51;76
"Total";2135;2132;4267
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

