 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 430781 Estrela Velha
Período:2003
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";134;134;268
"De 5 a 9 anos";154;162;316
"De 10 a 14 anos";173;174;347
"De 15 a 19 anos";176;171;347
"De 20 a 24 anos";190;150;340
"De 25 a 29 anos";165;122;287
"De 30 a 34 anos";140;117;257
"De 35 a 39 anos";128;130;258
"De 40 a 44 anos";132;126;258
"De 45 a 49 anos";137;121;258
"De 50 a 54 anos";127;117;244
"De 55 a 59 anos";91;77;168
"De 60 a 64 anos";68;52;120
"De 65 a 69 anos";44;43;87
"De 70 a 74 anos";34;48;82
"De 75 a 79 anos";23;39;62
"De 80 anos ou mais";14;24;38
"Total";1930;1807;3737
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

