 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 240640 Lagoa de Velhos
Período:2003
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";144;139;283
"De 5 a 9 anos";161;156;317
"De 10 a 14 anos";168;158;326
"De 15 a 19 anos";152;148;300
"De 20 a 24 anos";124;109;233
"De 25 a 29 anos";99;87;186
"De 30 a 34 anos";84;90;174
"De 35 a 39 anos";81;84;165
"De 40 a 44 anos";80;69;149
"De 45 a 49 anos";53;57;110
"De 50 a 54 anos";42;51;93
"De 55 a 59 anos";47;43;90
"De 60 a 64 anos";48;39;87
"De 65 a 69 anos";35;42;77
"De 70 a 74 anos";21;28;49
"De 75 a 79 anos";22;23;45
"De 80 anos ou mais";20;22;42
"Total";1381;1345;2726
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

