 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 330015 Aperibé
Período:2004
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";321;312;633
"De 5 a 9 anos";333;345;678
"De 10 a 14 anos";365;339;704
"De 15 a 19 anos";395;407;802
"De 20 a 24 anos";444;439;883
"De 25 a 29 anos";375;361;736
"De 30 a 34 anos";293;334;627
"De 35 a 39 anos";334;368;702
"De 40 a 44 anos";355;376;731
"De 45 a 49 anos";289;309;598
"De 50 a 54 anos";259;245;504
"De 55 a 59 anos";210;199;409
"De 60 a 64 anos";163;177;340
"De 65 a 69 anos";136;125;261
"De 70 a 74 anos";99;110;209
"De 75 a 79 anos";90;83;173
"De 80 anos ou mais";69;94;163
"Total";4530;4623;9153
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

