 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 251190 Pitimbu
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";952;883;1835
"De 5 a 9 anos";950;925;1875
"De 10 a 14 anos";919;911;1830
"De 15 a 19 anos";827;811;1638
"De 20 a 24 anos";827;789;1616
"De 25 a 29 anos";767;736;1503
"De 30 a 34 anos";701;665;1366
"De 35 a 39 anos";596;529;1125
"De 40 a 44 anos";484;459;943
"De 45 a 49 anos";376;403;779
"De 50 a 54 anos";306;296;602
"De 55 a 59 anos";265;256;521
"De 60 a 64 anos";193;209;402
"De 65 a 69 anos";147;151;298
"De 70 a 74 anos";105;126;231
"De 75 a 79 anos";67;65;132
"De 80 anos ou mais";60;85;145
"Total";8542;8299;16841
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

