 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 110143 Nova União
Período:2001
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";540;466;1006
"De 5 a 9 anos";525;510;1035
"De 10 a 14 anos";483;470;953
"De 15 a 19 anos";462;468;930
"De 20 a 24 anos";443;390;833
"De 25 a 29 anos";408;337;745
"De 30 a 34 anos";345;269;614
"De 35 a 39 anos";287;237;524
"De 40 a 44 anos";232;175;407
"De 45 a 49 anos";180;158;338
"De 50 a 54 anos";150;111;261
"De 55 a 59 anos";111;97;208
"De 60 a 64 anos";106;76;182
"De 65 a 69 anos";70;52;122
"De 70 a 74 anos";38;28;66
"De 75 a 79 anos";29;21;50
"De 80 anos ou mais";24;16;40
"Total";4433;3881;8314
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

