 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 353490 Pacaembu
Período:2005
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";432;412;844
"De 5 a 9 anos";401;402;803
"De 10 a 14 anos";534;407;941
"De 15 a 19 anos";689;447;1136
"De 20 a 24 anos";762;461;1223
"De 25 a 29 anos";813;475;1288
"De 30 a 34 anos";611;392;1003
"De 35 a 39 anos";562;447;1009
"De 40 a 44 anos";501;445;946
"De 45 a 49 anos";448;402;850
"De 50 a 54 anos";327;302;629
"De 55 a 59 anos";283;291;574
"De 60 a 64 anos";251;277;528
"De 65 a 69 anos";241;234;475
"De 70 a 74 anos";195;208;403
"De 75 a 79 anos";136;149;285
"De 80 anos ou mais";113;119;232
"Total";7299;5870;13169
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

