 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 211230 Tuntum
Período:2020
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1827;1747;3574
"De 5 a 9 anos";1813;1715;3528
"De 10 a 14 anos";1997;1738;3735
"De 15 a 19 anos";1918;1858;3776
"De 20 a 24 anos";1860;1914;3774
"De 25 a 29 anos";1874;1842;3716
"De 30 a 34 anos";1559;1595;3154
"De 35 a 39 anos";1582;1608;3190
"De 40 a 44 anos";1371;1382;2753
"De 45 a 49 anos";1139;1102;2241
"De 50 a 54 anos";989;954;1943
"De 55 a 59 anos";832;829;1661
"De 60 a 64 anos";675;682;1357
"De 65 a 69 anos";592;610;1202
"De 70 a 74 anos";475;502;977
"De 75 a 79 anos";329;319;648
"De 80 anos ou mais";390;421;811
"Total";21222;20818;42040
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

