 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 330411 Porto Real
Período:2002
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";655;621;1276
"De 5 a 9 anos";670;682;1352
"De 10 a 14 anos";659;631;1290
"De 15 a 19 anos";654;618;1272
"De 20 a 24 anos";648;635;1283
"De 25 a 29 anos";589;583;1172
"De 30 a 34 anos";531;544;1075
"De 35 a 39 anos";505;517;1022
"De 40 a 44 anos";457;474;931
"De 45 a 49 anos";387;375;762
"De 50 a 54 anos";286;286;572
"De 55 a 59 anos";209;214;423
"De 60 a 64 anos";170;165;335
"De 65 a 69 anos";125;135;260
"De 70 a 74 anos";84;87;171
"De 75 a 79 anos";65;61;126
"De 80 anos ou mais";32;42;74
"Total";6726;6670;13396
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

