 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 280220 Feira Nova
Período:2000
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";361;320;681
"De 5 a 9 anos";329;289;618
"De 10 a 14 anos";313;320;633
"De 15 a 19 anos";277;280;557
"De 20 a 24 anos";264;258;522
"De 25 a 29 anos";184;205;389
"De 30 a 34 anos";166;195;361
"De 35 a 39 anos";133;144;277
"De 40 a 44 anos";111;119;230
"De 45 a 49 anos";104;94;198
"De 50 a 54 anos";76;95;171
"De 55 a 59 anos";67;64;131
"De 60 a 64 anos";52;59;111
"De 65 a 69 anos";45;56;101
"De 70 a 74 anos";27;33;60
"De 75 a 79 anos";27;30;57
"De 80 anos ou mais";53;51;104
"Total";2589;2612;5201
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

