 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 320170 Conceição do Castelo
Período:2016
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";456;437;893
"De 5 a 9 anos";447;389;836
"De 10 a 14 anos";468;436;904
"De 15 a 19 anos";492;471;963
"De 20 a 24 anos";464;436;900
"De 25 a 29 anos";527;512;1039
"De 30 a 34 anos";506;532;1038
"De 35 a 39 anos";505;457;962
"De 40 a 44 anos";428;433;861
"De 45 a 49 anos";405;399;804
"De 50 a 54 anos";385;363;748
"De 55 a 59 anos";358;318;676
"De 60 a 64 anos";276;284;560
"De 65 a 69 anos";235;219;454
"De 70 a 74 anos";154;136;290
"De 75 a 79 anos";113;112;225
"De 80 anos ou mais";142;173;315
"Total";6361;6107;12468
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

