 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 432140 Tenente Portela
Período:2013
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";448;442;890
"De 5 a 9 anos";517;517;1034
"De 10 a 14 anos";628;594;1222
"De 15 a 19 anos";589;566;1155
"De 20 a 24 anos";536;539;1075
"De 25 a 29 anos";491;506;997
"De 30 a 34 anos";441;460;901
"De 35 a 39 anos";413;406;819
"De 40 a 44 anos";391;414;805
"De 45 a 49 anos";416;446;862
"De 50 a 54 anos";449;451;900
"De 55 a 59 anos";411;428;839
"De 60 a 64 anos";345;385;730
"De 65 a 69 anos";261;275;536
"De 70 a 74 anos";181;211;392
"De 75 a 79 anos";127;175;302
"De 80 anos ou mais";144;229;373
"Total";6788;7044;13832
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

