 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 291077 Feira da Mata
Período:2002
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";329;308;637
"De 5 a 9 anos";346;335;681
"De 10 a 14 anos";360;353;713
"De 15 a 19 anos";387;368;755
"De 20 a 24 anos";323;302;625
"De 25 a 29 anos";256;226;482
"De 30 a 34 anos";220;200;420
"De 35 a 39 anos";194;179;373
"De 40 a 44 anos";168;164;332
"De 45 a 49 anos";143;146;289
"De 50 a 54 anos";128;124;252
"De 55 a 59 anos";112;105;217
"De 60 a 64 anos";107;98;205
"De 65 a 69 anos";76;73;149
"De 70 a 74 anos";49;42;91
"De 75 a 79 anos";37;40;77
"De 80 anos ou mais";32;38;70
"Total";3267;3101;6368
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

