 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 314915 Pedras de Maria da Cruz
Período:2020
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";495;473;968
"De 5 a 9 anos";482;470;952
"De 10 a 14 anos";425;402;827
"De 15 a 19 anos";425;399;824
"De 20 a 24 anos";533;486;1019
"De 25 a 29 anos";587;573;1160
"De 30 a 34 anos";518;483;1001
"De 35 a 39 anos";496;425;921
"De 40 a 44 anos";399;384;783
"De 45 a 49 anos";316;344;660
"De 50 a 54 anos";350;383;733
"De 55 a 59 anos";323;325;648
"De 60 a 64 anos";260;278;538
"De 65 a 69 anos";202;176;378
"De 70 a 74 anos";168;149;317
"De 75 a 79 anos";105;102;207
"De 80 anos ou mais";140;136;276
"Total";6224;5988;12212
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

