 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 317200 Visconde do Rio Branco
Período:2016
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1328;1268;2596
"De 5 a 9 anos";1327;1290;2617
"De 10 a 14 anos";1468;1408;2876
"De 15 a 19 anos";1669;1548;3217
"De 20 a 24 anos";1709;1673;3382
"De 25 a 29 anos";1755;1719;3474
"De 30 a 34 anos";1836;1692;3528
"De 35 a 39 anos";1643;1612;3255
"De 40 a 44 anos";1344;1411;2755
"De 45 a 49 anos";1307;1419;2726
"De 50 a 54 anos";1328;1356;2684
"De 55 a 59 anos";1072;1163;2235
"De 60 a 64 anos";863;952;1815
"De 65 a 69 anos";658;739;1397
"De 70 a 74 anos";466;547;1013
"De 75 a 79 anos";335;407;742
"De 80 anos ou mais";400;593;993
"Total";20508;20797;41305
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

