 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 330530 São Sebastião do Alto
Período:2012
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";290;316;606
"De 5 a 9 anos";291;315;606
"De 10 a 14 anos";325;325;650
"De 15 a 19 anos";349;320;669
"De 20 a 24 anos";342;328;670
"De 25 a 29 anos";346;358;704
"De 30 a 34 anos";344;358;702
"De 35 a 39 anos";331;330;661
"De 40 a 44 anos";335;321;656
"De 45 a 49 anos";329;322;651
"De 50 a 54 anos";315;301;616
"De 55 a 59 anos";272;257;529
"De 60 a 64 anos";209;197;406
"De 65 a 69 anos";168;151;319
"De 70 a 74 anos";136;123;259
"De 75 a 79 anos";97;96;193
"De 80 anos ou mais";116;118;234
"Total";4595;4536;9131
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

