 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 130300 Nhamundá
Período:2001
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1180;1164;2344
"De 5 a 9 anos";1201;1198;2399
"De 10 a 14 anos";1220;1073;2293
"De 15 a 19 anos";1048;907;1955
"De 20 a 24 anos";770;682;1452
"De 25 a 29 anos";558;508;1066
"De 30 a 34 anos";469;377;846
"De 35 a 39 anos";394;337;731
"De 40 a 44 anos";332;280;612
"De 45 a 49 anos";261;232;493
"De 50 a 54 anos";188;180;368
"De 55 a 59 anos";201;195;396
"De 60 a 64 anos";170;166;336
"De 65 a 69 anos";147;119;266
"De 70 a 74 anos";105;77;182
"De 75 a 79 anos";63;60;123
"De 80 anos ou mais";68;86;154
"Total";8375;7641;16016
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

