 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 314700 Paracatu
Período:2016
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";3465;3306;6771
"De 5 a 9 anos";3321;3140;6461
"De 10 a 14 anos";3719;3585;7304
"De 15 a 19 anos";4243;4174;8417
"De 20 a 24 anos";4371;4300;8671
"De 25 a 29 anos";4331;4124;8455
"De 30 a 34 anos";3938;3873;7811
"De 35 a 39 anos";3531;3594;7125
"De 40 a 44 anos";3068;3209;6277
"De 45 a 49 anos";2754;2853;5607
"De 50 a 54 anos";2541;2556;5097
"De 55 a 59 anos";1962;2000;3962
"De 60 a 64 anos";1516;1556;3072
"De 65 a 69 anos";1058;1069;2127
"De 70 a 74 anos";692;782;1474
"De 75 a 79 anos";488;609;1097
"De 80 anos ou mais";504;718;1222
"Total";45502;45448;90950
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

