 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 420510 Dona Emma
Período:2013
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";155;133;288
"De 5 a 9 anos";159;127;286
"De 10 a 14 anos";152;152;304
"De 15 a 19 anos";163;167;330
"De 20 a 24 anos";166;156;322
"De 25 a 29 anos";160;142;302
"De 30 a 34 anos";148;131;279
"De 35 a 39 anos";144;131;275
"De 40 a 44 anos";149;142;291
"De 45 a 49 anos";144;123;267
"De 50 a 54 anos";126;108;234
"De 55 a 59 anos";92;96;188
"De 60 a 64 anos";81;93;174
"De 65 a 69 anos";66;65;131
"De 70 a 74 anos";51;49;100
"De 75 a 79 anos";29;42;71
"De 80 anos ou mais";20;42;62
"Total";2005;1899;3904
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

