 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 291860 Jussiape
Período:2013
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";203;196;399
"De 5 a 9 anos";248;226;474
"De 10 a 14 anos";279;245;524
"De 15 a 19 anos";298;279;577
"De 20 a 24 anos";301;279;580
"De 25 a 29 anos";290;261;551
"De 30 a 34 anos";259;272;531
"De 35 a 39 anos";221;258;479
"De 40 a 44 anos";226;236;462
"De 45 a 49 anos";227;250;477
"De 50 a 54 anos";207;233;440
"De 55 a 59 anos";204;215;419
"De 60 a 64 anos";172;193;365
"De 65 a 69 anos";136;189;325
"De 70 a 74 anos";129;155;284
"De 75 a 79 anos";89;130;219
"De 80 anos ou mais";124;210;334
"Total";3613;3827;7440
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

