 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 293317 Varzedo
Período:2004
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";406;392;798
"De 5 a 9 anos";470;469;939
"De 10 a 14 anos";467;447;914
"De 15 a 19 anos";532;515;1047
"De 20 a 24 anos";508;505;1013
"De 25 a 29 anos";418;419;837
"De 30 a 34 anos";374;340;714
"De 35 a 39 anos";349;281;630
"De 40 a 44 anos";253;240;493
"De 45 a 49 anos";210;217;427
"De 50 a 54 anos";190;202;392
"De 55 a 59 anos";180;203;383
"De 60 a 64 anos";141;184;325
"De 65 a 69 anos";122;168;290
"De 70 a 74 anos";98;105;203
"De 75 a 79 anos";75;79;154
"De 80 anos ou mais";83;99;182
"Total";4876;4865;9741
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

