 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 317110 Veríssimo
Período:2003
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";140;134;274
"De 5 a 9 anos";148;152;300
"De 10 a 14 anos";134;135;269
"De 15 a 19 anos";131;118;249
"De 20 a 24 anos";139;117;256
"De 25 a 29 anos";127;129;256
"De 30 a 34 anos";126;127;253
"De 35 a 39 anos";127;109;236
"De 40 a 44 anos";115;97;212
"De 45 a 49 anos";97;97;194
"De 50 a 54 anos";83;81;164
"De 55 a 59 anos";81;56;137
"De 60 a 64 anos";66;49;115
"De 65 a 69 anos";56;41;97
"De 70 a 74 anos";40;29;69
"De 75 a 79 anos";28;19;47
"De 80 anos ou mais";22;13;35
"Total";1660;1503;3163
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

