 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 431600 Rolante
Período:2004
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";735;689;1424
"De 5 a 9 anos";841;772;1613
"De 10 a 14 anos";863;837;1700
"De 15 a 19 anos";880;823;1703
"De 20 a 24 anos";813;762;1575
"De 25 a 29 anos";728;744;1472
"De 30 a 34 anos";759;708;1467
"De 35 a 39 anos";779;771;1550
"De 40 a 44 anos";728;677;1405
"De 45 a 49 anos";560;528;1088
"De 50 a 54 anos";494;490;984
"De 55 a 59 anos";415;416;831
"De 60 a 64 anos";349;338;687
"De 65 a 69 anos";275;287;562
"De 70 a 74 anos";177;220;397
"De 75 a 79 anos";124;180;304
"De 80 anos ou mais";111;166;277
"Total";9631;9408;19039
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

