 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 231270 Senador Pompeu
Período:2000
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1561;1475;3036
"De 5 a 9 anos";1654;1661;3315
"De 10 a 14 anos";1668;1631;3299
"De 15 a 19 anos";1486;1426;2912
"De 20 a 24 anos";1072;1141;2213
"De 25 a 29 anos";917;962;1879
"De 30 a 34 anos";908;1012;1920
"De 35 a 39 anos";854;951;1805
"De 40 a 44 anos";709;792;1501
"De 45 a 49 anos";572;679;1251
"De 50 a 54 anos";546;658;1204
"De 55 a 59 anos";530;604;1134
"De 60 a 64 anos";529;542;1071
"De 65 a 69 anos";275;379;654
"De 70 a 74 anos";337;378;715
"De 75 a 79 anos";226;268;494
"De 80 anos ou mais";288;253;541
"Total";14132;14812;28944
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

