 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 410765 Fazenda Rio Grande
Período:2019
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";4587;4382;8969
"De 5 a 9 anos";4100;3990;8090
"De 10 a 14 anos";3894;3896;7790
"De 15 a 19 anos";4463;4430;8893
"De 20 a 24 anos";5018;4923;9941
"De 25 a 29 anos";4384;4319;8703
"De 30 a 34 anos";3724;3896;7620
"De 35 a 39 anos";3543;3781;7324
"De 40 a 44 anos";3374;3596;6970
"De 45 a 49 anos";3112;3216;6328
"De 50 a 54 anos";2683;2939;5622
"De 55 a 59 anos";2193;2491;4684
"De 60 a 64 anos";1675;1966;3641
"De 65 a 69 anos";1161;1285;2446
"De 70 a 74 anos";673;792;1465
"De 75 a 79 anos";399;507;906
"De 80 anos ou mais";330;487;817
"Total";49313;50896;100209
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

