 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 311770 Conceição do Rio Verde
Período:2020
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";489;467;956
"De 5 a 9 anos";472;455;927
"De 10 a 14 anos";446;441;887
"De 15 a 19 anos";471;486;957
"De 20 a 24 anos";533;570;1103
"De 25 a 29 anos";532;520;1052
"De 30 a 34 anos";514;465;979
"De 35 a 39 anos";475;486;961
"De 40 a 44 anos";466;430;896
"De 45 a 49 anos";448;418;866
"De 50 a 54 anos";451;414;865
"De 55 a 59 anos";425;393;818
"De 60 a 64 anos";394;354;748
"De 65 a 69 anos";279;269;548
"De 70 a 74 anos";184;223;407
"De 75 a 79 anos";148;174;322
"De 80 anos ou mais";159;233;392
"Total";6886;6798;13684
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

