 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 521805 Porteirão
Período:2016
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";155;148;303
"De 5 a 9 anos";150;140;290
"De 10 a 14 anos";177;120;297
"De 15 a 19 anos";182;133;315
"De 20 a 24 anos";178;150;328
"De 25 a 29 anos";169;148;317
"De 30 a 34 anos";191;140;331
"De 35 a 39 anos";173;155;328
"De 40 a 44 anos";143;124;267
"De 45 a 49 anos";116;111;227
"De 50 a 54 anos";111;101;212
"De 55 a 59 anos";89;81;170
"De 60 a 64 anos";70;60;130
"De 65 a 69 anos";51;38;89
"De 70 a 74 anos";29;22;51
"De 75 a 79 anos";24;21;45
"De 80 anos ou mais";17;10;27
"Total";2025;1702;3727
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

