 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 510715 Reserva do Cabaçal
Período:2001
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";111;112;223
"De 5 a 9 anos";137;130;267
"De 10 a 14 anos";139;146;285
"De 15 a 19 anos";147;141;288
"De 20 a 24 anos";137;116;253
"De 25 a 29 anos";104;95;199
"De 30 a 34 anos";100;84;184
"De 35 a 39 anos";84;79;163
"De 40 a 44 anos";66;55;121
"De 45 a 49 anos";54;43;97
"De 50 a 54 anos";43;50;93
"De 55 a 59 anos";43;44;87
"De 60 a 64 anos";34;39;73
"De 65 a 69 anos";33;30;63
"De 70 a 74 anos";27;20;47
"De 75 a 79 anos";15;17;32
"De 80 anos ou mais";14;7;21
"Total";1288;1208;2496
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

