 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 350820 Buritizal
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";149;140;289
"De 5 a 9 anos";146;136;282
"De 10 a 14 anos";161;144;305
"De 15 a 19 anos";172;144;316
"De 20 a 24 anos";175;182;357
"De 25 a 29 anos";183;174;357
"De 30 a 34 anos";165;152;317
"De 35 a 39 anos";148;145;293
"De 40 a 44 anos";134;140;274
"De 45 a 49 anos";136;135;271
"De 50 a 54 anos";119;114;233
"De 55 a 59 anos";101;107;208
"De 60 a 64 anos";93;80;173
"De 65 a 69 anos";67;64;131
"De 70 a 74 anos";53;57;110
"De 75 a 79 anos";39;37;76
"De 80 anos ou mais";38;45;83
"Total";2079;1996;4075
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

