 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 314900 Pedra Dourada
Período:2013
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";81;77;158
"De 5 a 9 anos";87;81;168
"De 10 a 14 anos";106;99;205
"De 15 a 19 anos";108;115;223
"De 20 a 24 anos";91;102;193
"De 25 a 29 anos";99;83;182
"De 30 a 34 anos";101;83;184
"De 35 a 39 anos";94;89;183
"De 40 a 44 anos";89;73;162
"De 45 a 49 anos";83;62;145
"De 50 a 54 anos";63;55;118
"De 55 a 59 anos";57;55;112
"De 60 a 64 anos";45;46;91
"De 65 a 69 anos";35;34;69
"De 70 a 74 anos";23;28;51
"De 75 a 79 anos";17;19;36
"De 80 anos ou mais";23;21;44
"Total";1202;1122;2324
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

