 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 313867 Luisburgo
Período:2015
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";245;234;479
"De 5 a 9 anos";230;223;453
"De 10 a 14 anos";258;270;528
"De 15 a 19 anos";293;269;562
"De 20 a 24 anos";263;245;508
"De 25 a 29 anos";283;240;523
"De 30 a 34 anos";260;251;511
"De 35 a 39 anos";199;221;420
"De 40 a 44 anos";228;199;427
"De 45 a 49 anos";201;210;411
"De 50 a 54 anos";219;164;383
"De 55 a 59 anos";172;133;305
"De 60 a 64 anos";117;110;227
"De 65 a 69 anos";107;84;191
"De 70 a 74 anos";65;71;136
"De 75 a 79 anos";56;60;116
"De 80 anos ou mais";60;62;122
"Total";3256;3046;6302
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

