 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 290550 Caldeirão Grande
Período:2005
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";698;670;1368
"De 5 a 9 anos";663;609;1272
"De 10 a 14 anos";699;694;1393
"De 15 a 19 anos";724;705;1429
"De 20 a 24 anos";615;604;1219
"De 25 a 29 anos";465;442;907
"De 30 a 34 anos";376;353;729
"De 35 a 39 anos";340;356;696
"De 40 a 44 anos";282;278;560
"De 45 a 49 anos";257;279;536
"De 50 a 54 anos";221;243;464
"De 55 a 59 anos";220;207;427
"De 60 a 64 anos";190;213;403
"De 65 a 69 anos";133;186;319
"De 70 a 74 anos";81;117;198
"De 75 a 79 anos";75;92;167
"De 80 anos ou mais";100;118;218
"Total";6139;6166;12305
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

