 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 210408 Fernando Falcão
Período:2014
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";580;559;1139
"De 5 a 9 anos";632;595;1227
"De 10 a 14 anos";612;556;1168
"De 15 a 19 anos";605;554;1159
"De 20 a 24 anos";519;477;996
"De 25 a 29 anos";399;359;758
"De 30 a 34 anos";380;326;706
"De 35 a 39 anos";288;301;589
"De 40 a 44 anos";272;193;465
"De 45 a 49 anos";194;174;368
"De 50 a 54 anos";182;159;341
"De 55 a 59 anos";136;123;259
"De 60 a 64 anos";107;104;211
"De 65 a 69 anos";83;76;159
"De 70 a 74 anos";67;62;129
"De 75 a 79 anos";43;41;84
"De 80 anos ou mais";49;44;93
"Total";5148;4703;9851
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

