 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 291810 Jeremoabo
Período:2000
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";2165;2014;4179
"De 5 a 9 anos";2205;2064;4269
"De 10 a 14 anos";2226;2123;4349
"De 15 a 19 anos";2160;1893;4053
"De 20 a 24 anos";1582;1430;3012
"De 25 a 29 anos";1201;1178;2379
"De 30 a 34 anos";1183;1141;2324
"De 35 a 39 anos";957;985;1942
"De 40 a 44 anos";801;794;1595
"De 45 a 49 anos";670;707;1377
"De 50 a 54 anos";628;655;1283
"De 55 a 59 anos";561;621;1182
"De 60 a 64 anos";473;480;953
"De 65 a 69 anos";337;382;719
"De 70 a 74 anos";282;290;572
"De 75 a 79 anos";284;308;592
"De 80 anos ou mais";287;269;556
"Total";18002;17334;35336
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

