 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 411640 Nossa Senhora das Graças
Período:2010
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";101;115;216
"De 5 a 9 anos";151;115;266
"De 10 a 14 anos";178;167;345
"De 15 a 19 anos";186;182;368
"De 20 a 24 anos";175;138;313
"De 25 a 29 anos";152;123;275
"De 30 a 34 anos";130;145;275
"De 35 a 39 anos";138;138;276
"De 40 a 44 anos";156;142;298
"De 45 a 49 anos";174;172;346
"De 50 a 54 anos";114;126;240
"De 55 a 59 anos";105;93;198
"De 60 a 64 anos";69;73;142
"De 65 a 69 anos";52;66;118
"De 70 a 74 anos";42;47;89
"De 75 a 79 anos";37;37;74
"De 80 anos ou mais";34;40;74
"Total";1994;1919;3913
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

