 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 293330 Vitória da Conquista
Período:2009
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";13020;12321;25341
"De 5 a 9 anos";13961;13480;27441
"De 10 a 14 anos";14193;13875;28068
"De 15 a 19 anos";13848;14526;28374
"De 20 a 24 anos";14734;15717;30451
"De 25 a 29 anos";14002;15257;29259
"De 30 a 34 anos";12377;13406;25783
"De 35 a 39 anos";10551;11552;22103
"De 40 a 44 anos";9727;10840;20567
"De 45 a 49 anos";8290;9151;17441
"De 50 a 54 anos";6697;7398;14095
"De 55 a 59 anos";4970;6079;11049
"De 60 a 64 anos";4183;4964;9147
"De 65 a 69 anos";3229;4020;7249
"De 70 a 74 anos";2527;3131;5658
"De 75 a 79 anos";1557;1987;3544
"De 80 anos ou mais";1851;2616;4467
"Total";149717;160320;310037
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

