 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 314467 Nova Belém
Período:2017
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";131;125;256
"De 5 a 9 anos";124;106;230
"De 10 a 14 anos";121;110;231
"De 15 a 19 anos";125;131;256
"De 20 a 24 anos";112;135;247
"De 25 a 29 anos";104;130;234
"De 30 a 34 anos";100;118;218
"De 35 a 39 anos";116;128;244
"De 40 a 44 anos";127;139;266
"De 45 a 49 anos";124;121;245
"De 50 a 54 anos";127;97;224
"De 55 a 59 anos";109;88;197
"De 60 a 64 anos";84;69;153
"De 65 a 69 anos";62;57;119
"De 70 a 74 anos";38;49;87
"De 75 a 79 anos";26;31;57
"De 80 anos ou mais";23;34;57
"Total";1653;1668;3321
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

