 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 260190 Bezerros
Período:2011
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";2145;2020;4165
"De 5 a 9 anos";2401;2234;4635
"De 10 a 14 anos";2715;2659;5374
"De 15 a 19 anos";2644;2615;5259
"De 20 a 24 anos";2484;2561;5045
"De 25 a 29 anos";2482;2583;5065
"De 30 a 34 anos";2324;2512;4836
"De 35 a 39 anos";2109;2293;4402
"De 40 a 44 anos";1762;2098;3860
"De 45 a 49 anos";1566;1837;3403
"De 50 a 54 anos";1280;1557;2837
"De 55 a 59 anos";1083;1437;2520
"De 60 a 64 anos";1062;1344;2406
"De 65 a 69 anos";853;1107;1960
"De 70 a 74 anos";701;991;1692
"De 75 a 79 anos";517;677;1194
"De 80 anos ou mais";622;840;1462
"Total";28750;31365;60115
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

