 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 310010 Abadia dos Dourados
Período:2018
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";210;200;410
"De 5 a 9 anos";206;201;407
"De 10 a 14 anos";208;200;408
"De 15 a 19 anos";237;231;468
"De 20 a 24 anos";269;277;546
"De 25 a 29 anos";252;249;501
"De 30 a 34 anos";241;250;491
"De 35 a 39 anos";246;269;515
"De 40 a 44 anos";250;262;512
"De 45 a 49 anos";274;267;541
"De 50 a 54 anos";272;256;528
"De 55 a 59 anos";231;195;426
"De 60 a 64 anos";185;180;365
"De 65 a 69 anos";150;159;309
"De 70 a 74 anos";120;113;233
"De 75 a 79 anos";84;73;157
"De 80 anos ou mais";78;77;155
"Total";3513;3459;6972
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

