 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 280460 Nossa Senhora das Dores
Período:2015
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1055;1009;2064
"De 5 a 9 anos";1068;1071;2139
"De 10 a 14 anos";1119;1120;2239
"De 15 a 19 anos";1262;1203;2465
"De 20 a 24 anos";1194;1216;2410
"De 25 a 29 anos";1082;1173;2255
"De 30 a 34 anos";1046;1039;2085
"De 35 a 39 anos";945;942;1887
"De 40 a 44 anos";823;870;1693
"De 45 a 49 anos";739;749;1488
"De 50 a 54 anos";640;651;1291
"De 55 a 59 anos";507;564;1071
"De 60 a 64 anos";422;447;869
"De 65 a 69 anos";332;361;693
"De 70 a 74 anos";229;294;523
"De 75 a 79 anos";147;216;363
"De 80 anos ou mais";157;260;417
"Total";12767;13185;25952
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

