 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 420895 Jardinópolis
Período:2001
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";92;108;200
"De 5 a 9 anos";105;108;213
"De 10 a 14 anos";102;112;214
"De 15 a 19 anos";109;94;203
"De 20 a 24 anos";86;72;158
"De 25 a 29 anos";69;66;135
"De 30 a 34 anos";86;77;163
"De 35 a 39 anos";88;83;171
"De 40 a 44 anos";72;63;135
"De 45 a 49 anos";57;38;95
"De 50 a 54 anos";44;45;89
"De 55 a 59 anos";34;39;73
"De 60 a 64 anos";33;38;71
"De 65 a 69 anos";23;21;44
"De 70 a 74 anos";13;13;26
"De 75 a 79 anos";10;6;16
"De 80 anos ou mais";5;4;9
"Total";1028;987;2015
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

