 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 431162 Lindolfo Collor
Período:2004
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";219;211;430
"De 5 a 9 anos";219;214;433
"De 10 a 14 anos";240;222;462
"De 15 a 19 anos";238;214;452
"De 20 a 24 anos";259;246;505
"De 25 a 29 anos";244;230;474
"De 30 a 34 anos";254;200;454
"De 35 a 39 anos";207;186;393
"De 40 a 44 anos";195;174;369
"De 45 a 49 anos";146;141;287
"De 50 a 54 anos";119;95;214
"De 55 a 59 anos";64;73;137
"De 60 a 64 anos";46;58;104
"De 65 a 69 anos";36;39;75
"De 70 a 74 anos";24;29;53
"De 75 a 79 anos";18;26;44
"De 80 anos ou mais";11;21;32
"Total";2539;2379;4918
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

