 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 230980 Pacoti
Período:2020
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";517;494;1011
"De 5 a 9 anos";494;462;956
"De 10 a 14 anos";483;436;919
"De 15 a 19 anos";428;457;885
"De 20 a 24 anos";552;582;1134
"De 25 a 29 anos";558;585;1143
"De 30 a 34 anos";469;483;952
"De 35 a 39 anos";450;500;950
"De 40 a 44 anos";387;404;791
"De 45 a 49 anos";345;343;688
"De 50 a 54 anos";345;344;689
"De 55 a 59 anos";332;304;636
"De 60 a 64 anos";237;225;462
"De 65 a 69 anos";150;179;329
"De 70 a 74 anos";132;124;256
"De 75 a 79 anos";87;116;203
"De 80 anos ou mais";123;161;284
"Total";6089;6199;12288
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

