 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 314380 Munhoz
Período:2003
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";299;301;600
"De 5 a 9 anos";331;329;660
"De 10 a 14 anos";332;304;636
"De 15 a 19 anos";347;317;664
"De 20 a 24 anos";316;301;617
"De 25 a 29 anos";283;254;537
"De 30 a 34 anos";265;229;494
"De 35 a 39 anos";247;240;487
"De 40 a 44 anos";231;226;457
"De 45 a 49 anos";188;180;368
"De 50 a 54 anos";164;143;307
"De 55 a 59 anos";143;124;267
"De 60 a 64 anos";101;84;185
"De 65 a 69 anos";77;62;139
"De 70 a 74 anos";63;53;116
"De 75 a 79 anos";38;36;74
"De 80 anos ou mais";27;28;55
"Total";3452;3211;6663
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

