 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 312170 Diogo de Vasconcelos
Período:2008
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";128;122;250
"De 5 a 9 anos";183;173;356
"De 10 a 14 anos";193;187;380
"De 15 a 19 anos";195;176;371
"De 20 a 24 anos";156;129;285
"De 25 a 29 anos";117;125;242
"De 30 a 34 anos";122;136;258
"De 35 a 39 anos";137;130;267
"De 40 a 44 anos";127;116;243
"De 45 a 49 anos";122;100;222
"De 50 a 54 anos";109;112;221
"De 55 a 59 anos";94;88;182
"De 60 a 64 anos";83;78;161
"De 65 a 69 anos";70;69;139
"De 70 a 74 anos";56;68;124
"De 75 a 79 anos";49;67;116
"De 80 anos ou mais";48;80;128
"Total";1989;1956;3945
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

