 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 430180 Barracão
Período:2001
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";244;240;484
"De 5 a 9 anos";269;261;530
"De 10 a 14 anos";307;287;594
"De 15 a 19 anos";294;242;536
"De 20 a 24 anos";187;197;384
"De 25 a 29 anos";164;184;348
"De 30 a 34 anos";182;179;361
"De 35 a 39 anos";184;198;382
"De 40 a 44 anos";209;205;414
"De 45 a 49 anos";187;170;357
"De 50 a 54 anos";160;147;307
"De 55 a 59 anos";128;133;261
"De 60 a 64 anos";105;115;220
"De 65 a 69 anos";87;91;178
"De 70 a 74 anos";76;64;140
"De 75 a 79 anos";54;51;105
"De 80 anos ou mais";23;35;58
"Total";2860;2799;5659
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

