 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 510337 Cotriguaçu
Período:2010
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";754;805;1559
"De 5 a 9 anos";879;822;1701
"De 10 a 14 anos";830;816;1646
"De 15 a 19 anos";782;705;1487
"De 20 a 24 anos";684;654;1338
"De 25 a 29 anos";668;679;1347
"De 30 a 34 anos";670;627;1297
"De 35 a 39 anos";628;544;1172
"De 40 a 44 anos";570;420;990
"De 45 a 49 anos";488;323;811
"De 50 a 54 anos";413;280;693
"De 55 a 59 anos";279;194;473
"De 60 a 64 anos";236;147;383
"De 65 a 69 anos";129;78;207
"De 70 a 74 anos";85;49;134
"De 75 a 79 anos";35;20;55
"De 80 anos ou mais";30;12;42
"Total";8160;7175;15335
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

