 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 312280 Dom Viçoso
Período:2016
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";83;79;162
"De 5 a 9 anos";75;90;165
"De 10 a 14 anos";80;91;171
"De 15 a 19 anos";114;104;218
"De 20 a 24 anos";115;110;225
"De 25 a 29 anos";89;110;199
"De 30 a 34 anos";111;104;215
"De 35 a 39 anos";109;118;227
"De 40 a 44 anos";129;101;230
"De 45 a 49 anos";125;104;229
"De 50 a 54 anos";116;115;231
"De 55 a 59 anos";119;93;212
"De 60 a 64 anos";87;81;168
"De 65 a 69 anos";64;56;120
"De 70 a 74 anos";55;37;92
"De 75 a 79 anos";43;38;81
"De 80 anos ou mais";36;36;72
"Total";1550;1467;3017
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

