 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 520150 Aporé
Período:2002
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";165;179;344
"De 5 a 9 anos";167;165;332
"De 10 a 14 anos";178;175;353
"De 15 a 19 anos";197;168;365
"De 20 a 24 anos";152;148;300
"De 25 a 29 anos";133;155;288
"De 30 a 34 anos";154;144;298
"De 35 a 39 anos";158;139;297
"De 40 a 44 anos";133;110;243
"De 45 a 49 anos";108;81;189
"De 50 a 54 anos";89;69;158
"De 55 a 59 anos";72;61;133
"De 60 a 64 anos";63;47;110
"De 65 a 69 anos";48;32;80
"De 70 a 74 anos";30;22;52
"De 75 a 79 anos";20;11;31
"De 80 anos ou mais";15;9;24
"Total";1882;1715;3597
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

