 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 350925 Cajati
Período:2010
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";1282;1294;2576
"De 5 a 9 anos";1469;1331;2800
"De 10 a 14 anos";1603;1514;3117
"De 15 a 19 anos";1373;1336;2709
"De 20 a 24 anos";1108;1157;2265
"De 25 a 29 anos";1102;1159;2261
"De 30 a 34 anos";1163;1188;2351
"De 35 a 39 anos";1016;1028;2044
"De 40 a 44 anos";912;871;1783
"De 45 a 49 anos";828;800;1628
"De 50 a 54 anos";702;676;1378
"De 55 a 59 anos";614;568;1182
"De 60 a 64 anos";461;419;880
"De 65 a 69 anos";392;364;756
"De 70 a 74 anos";297;272;569
"De 75 a 79 anos";208;199;407
"De 80 anos ou mais";169;210;379
"Total";14699;14386;29085
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

