 População Residente - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2020 - Brasil
População residente por Faixa Etária 2 e Sexo
Município: 290580 Camamu
Período:2001
"Faixa Etária 2";"Masculino";"Feminino";"Total"
"De 0 a 4 anos";2476;2389;4865
"De 5 a 9 anos";2293;2306;4599
"De 10 a 14 anos";2333;2208;4541
"De 15 a 19 anos";2326;1983;4309
"De 20 a 24 anos";1622;1406;3028
"De 25 a 29 anos";1088;1102;2190
"De 30 a 34 anos";962;979;1941
"De 35 a 39 anos";924;942;1866
"De 40 a 44 anos";900;804;1704
"De 45 a 49 anos";791;647;1438
"De 50 a 54 anos";601;538;1139
"De 55 a 59 anos";494;417;911
"De 60 a 64 anos";383;359;742
"De 65 a 69 anos";328;277;605
"De 70 a 74 anos";245;204;449
"De 75 a 79 anos";173;144;317
"De 80 anos ou mais";143;154;297
"Total";18082;16859;34941
 Fonte:
 
 2000 a 2020 – Estimativas preliminares elaboradas pelo Ministério da Saúde/SVS/DASNT/CGIAE

